Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC uS/cm,EC Abs uS/cm,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L],
11/23/2021 12:48:09 p. m.,2021/11/23,12:48:09 p. m.,15.06,5.51,100.4,274.2,580,470,1.7,0.290,0.28,0.0,10.799,41.0,3.01,
11/23/2021 12:48:14 p. m.,2021/11/23,12:48:14 p. m.,15.06,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.800,40.9,3.00,
11/23/2021 12:48:19 p. m.,2021/11/23,12:48:19 p. m.,15.06,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.800,40.8,3.00,
11/23/2021 12:48:24 p. m.,2021/11/23,12:48:24 p. m.,15.06,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.800,40.8,2.99,
11/23/2021 12:48:29 p. m.,2021/11/23,12:48:29 p. m.,15.06,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.798,40.7,2.99,
11/23/2021 12:48:34 p. m.,2021/11/23,12:48:34 p. m.,15.06,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.796,40.6,2.98,
11/23/2021 12:48:39 p. m.,2021/11/23,12:48:39 p. m.,15.06,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.799,40.4,2.96,
11/23/2021 12:48:44 p. m.,2021/11/23,12:48:44 p. m.,15.06,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.801,40.3,2.96,
11/23/2021 12:48:49 p. m.,2021/11/23,12:48:49 p. m.,15.07,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.799,40.2,2.95,
11/23/2021 12:48:54 p. m.,2021/11/23,12:48:54 p. m.,15.07,5.51,100.5,274.2,579,470,1.7,0.290,0.28,0.0,10.798,40.2,2.95,
11/23/2021 12:48:59 p. m.,2021/11/23,12:48:59 p. m.,15.07,5.51,100.5,274.2,579,470,1.7,0.290,0.28,0.0,10.798,40.1,2.94,
11/23/2021 12:49:04 p. m.,2021/11/23,12:49:04 p. m.,15.07,5.51,100.5,274.1,579,470,1.7,0.290,0.28,0.0,10.798,40.0,2.93,
11/23/2021 12:49:09 p. m.,2021/11/23,12:49:09 p. m.,15.07,5.51,100.5,274.1,580,470,1.7,0.290,0.28,0.0,10.800,39.7,2.91,
11/23/2021 12:49:14 p. m.,2021/11/23,12:49:14 p. m.,15.07,5.51,100.5,274.1,579,470,1.7,0.290,0.28,0.0,10.798,39.4,2.89,
11/23/2021 12:49:19 p. m.,2021/11/23,12:49:19 p. m.,15.07,5.51,100.5,274.1,579,470,1.7,0.290,0.28,0.0,10.799,39.4,2.89,
11/23/2021 12:49:24 p. m.,2021/11/23,12:49:24 p. m.,15.07,5.51,100.5,274.1,579,470,1.7,0.290,0.28,0.0,10.798,39.5,2.90,
11/23/2021 12:49:29 p. m.,2021/11/23,12:49:29 p. m.,15.07,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.801,39.7,2.91,
11/23/2021 12:49:34 p. m.,2021/11/23,12:49:34 p. m.,15.07,5.51,100.5,274.2,579,470,1.7,0.290,0.28,0.0,10.800,39.7,2.91,
11/23/2021 12:49:39 p. m.,2021/11/23,12:49:39 p. m.,15.07,5.51,100.5,274.2,579,470,1.7,0.290,0.28,0.0,10.802,39.8,2.92,
11/23/2021 12:49:44 p. m.,2021/11/23,12:49:44 p. m.,15.07,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.798,39.8,2.92,
11/23/2021 12:49:49 p. m.,2021/11/23,12:49:49 p. m.,15.07,5.51,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.798,39.8,2.92,
11/23/2021 12:49:54 p. m.,2021/11/23,12:49:54 p. m.,15.07,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.798,39.6,2.91,
11/23/2021 12:49:59 p. m.,2021/11/23,12:49:59 p. m.,15.07,5.51,100.5,274.1,580,470,1.7,0.290,0.28,0.0,10.800,39.3,2.89,
11/23/2021 12:50:04 p. m.,2021/11/23,12:50:04 p. m.,15.07,5.51,100.6,274.1,580,470,1.7,0.290,0.28,0.0,10.797,39.2,2.88,
11/23/2021 12:50:09 p. m.,2021/11/23,12:50:09 p. m.,15.07,5.51,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.798,39.1,2.87,
11/23/2021 12:50:14 p. m.,2021/11/23,12:50:14 p. m.,15.07,5.51,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.799,38.9,2.86,
11/23/2021 12:50:19 p. m.,2021/11/23,12:50:19 p. m.,15.07,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.799,38.7,2.84,
11/23/2021 12:50:24 p. m.,2021/11/23,12:50:24 p. m.,15.07,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.797,38.8,2.84,
11/23/2021 12:50:29 p. m.,2021/11/23,12:50:29 p. m.,15.07,5.51,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.798,38.8,2.85,
11/23/2021 12:50:34 p. m.,2021/11/23,12:50:34 p. m.,15.07,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.799,38.6,2.83,
11/23/2021 12:50:39 p. m.,2021/11/23,12:50:39 p. m.,15.07,5.50,100.6,274.1,580,470,1.7,0.290,0.28,0.0,10.797,38.4,2.82,
11/23/2021 12:50:44 p. m.,2021/11/23,12:50:44 p. m.,15.07,5.50,100.6,274.1,580,470,1.7,0.290,0.28,0.0,10.796,38.4,2.82,
11/23/2021 12:50:49 p. m.,2021/11/23,12:50:49 p. m.,15.07,5.50,100.6,274.1,580,470,1.7,0.290,0.28,0.0,10.795,38.8,2.85,
11/23/2021 12:50:54 p. m.,2021/11/23,12:50:54 p. m.,15.07,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.795,39.1,2.87,
11/23/2021 12:50:59 p. m.,2021/11/23,12:50:59 p. m.,15.07,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.795,39.4,2.89,
11/23/2021 12:51:04 p. m.,2021/11/23,12:51:04 p. m.,15.07,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.796,39.7,2.91,
11/23/2021 12:51:09 p. m.,2021/11/23,12:51:09 p. m.,15.07,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.798,39.8,2.92,
11/23/2021 12:51:14 p. m.,2021/11/23,12:51:14 p. m.,15.07,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.799,39.8,2.92,
11/23/2021 12:51:19 p. m.,2021/11/23,12:51:19 p. m.,15.07,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.799,39.7,2.91,
11/23/2021 12:51:24 p. m.,2021/11/23,12:51:24 p. m.,15.07,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.801,39.7,2.91,
11/23/2021 12:51:29 p. m.,2021/11/23,12:51:29 p. m.,15.07,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.801,39.6,2.91,
11/23/2021 12:51:34 p. m.,2021/11/23,12:51:34 p. m.,15.07,5.51,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.801,39.5,2.90,
11/23/2021 12:51:39 p. m.,2021/11/23,12:51:39 p. m.,15.07,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.800,39.5,2.90,
11/23/2021 12:51:44 p. m.,2021/11/23,12:51:44 p. m.,15.07,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.799,39.5,2.90,
11/23/2021 12:51:49 p. m.,2021/11/23,12:51:49 p. m.,15.08,5.51,100.5,274.2,580,470,1.7,0.290,0.28,0.0,10.796,39.5,2.90,
11/23/2021 12:51:54 p. m.,2021/11/23,12:51:54 p. m.,15.08,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.796,39.4,2.89,
11/23/2021 12:51:59 p. m.,2021/11/23,12:51:59 p. m.,15.08,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.796,39.2,2.87,
11/23/2021 12:52:04 p. m.,2021/11/23,12:52:04 p. m.,15.08,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.795,38.9,2.85,
11/23/2021 12:52:09 p. m.,2021/11/23,12:52:09 p. m.,15.08,5.50,100.6,274.2,579,470,1.7,0.290,0.28,0.0,10.795,38.7,2.84,
11/23/2021 12:52:14 p. m.,2021/11/23,12:52:14 p. m.,15.08,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.795,38.4,2.82,
11/23/2021 12:52:19 p. m.,2021/11/23,12:52:19 p. m.,15.08,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.795,38.3,2.81,
11/23/2021 12:52:24 p. m.,2021/11/23,12:52:24 p. m.,15.08,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.796,38.2,2.80,
11/23/2021 12:52:29 p. m.,2021/11/23,12:52:29 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.796,38.1,2.79,
11/23/2021 12:52:34 p. m.,2021/11/23,12:52:34 p. m.,15.08,5.50,100.7,274.1,580,470,1.7,0.290,0.28,0.0,10.797,38.4,2.81,
11/23/2021 12:52:39 p. m.,2021/11/23,12:52:39 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.796,38.7,2.83,
11/23/2021 12:52:44 p. m.,2021/11/23,12:52:44 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.796,38.9,2.85,
11/23/2021 12:52:49 p. m.,2021/11/23,12:52:49 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.795,39.1,2.87,
11/23/2021 12:52:54 p. m.,2021/11/23,12:52:54 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.795,39.4,2.89,
11/23/2021 12:52:59 p. m.,2021/11/23,12:52:59 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.795,39.6,2.90,
11/23/2021 12:53:04 p. m.,2021/11/23,12:53:04 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.796,39.7,2.91,
11/23/2021 12:53:09 p. m.,2021/11/23,12:53:09 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.797,39.7,2.91,
11/23/2021 12:53:14 p. m.,2021/11/23,12:53:14 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.797,39.8,2.92,
11/23/2021 12:53:19 p. m.,2021/11/23,12:53:19 p. m.,15.08,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.798,39.8,2.92,
11/23/2021 12:53:24 p. m.,2021/11/23,12:53:24 p. m.,15.08,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.796,39.7,2.91,
11/23/2021 12:53:29 p. m.,2021/11/23,12:53:29 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.798,39.4,2.89,
11/23/2021 12:53:34 p. m.,2021/11/23,12:53:34 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.800,39.1,2.87,
11/23/2021 12:53:39 p. m.,2021/11/23,12:53:39 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.797,38.8,2.84,
11/23/2021 12:53:44 p. m.,2021/11/23,12:53:44 p. m.,15.08,5.50,100.6,274.2,580,470,1.7,0.290,0.28,0.0,10.799,38.6,2.83,
11/23/2021 12:53:49 p. m.,2021/11/23,12:53:49 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.798,38.7,2.84,
11/23/2021 12:53:54 p. m.,2021/11/23,12:53:54 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.797,38.8,2.84,
11/23/2021 12:53:59 p. m.,2021/11/23,12:53:59 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.799,38.7,2.84,
11/23/2021 12:54:04 p. m.,2021/11/23,12:54:04 p. m.,15.08,5.50,100.7,274.2,580,470,1.7,0.290,0.28,0.0,10.800,38.7,2.84,
11/23/2021 12:54:09 p. m.,2021/11/23,12:54:09 p. m.,15.08,5.50,100.7,274.3,580,470,1.7,0.290,0.28,0.0,10.797,38.5,2.83,
11/23/2021 12:54:14 p. m.,2021/11/23,12:54:14 p. m.,15.08,5.50,100.6,274.3,580,470,1.7,0.290,0.28,0.0,10.797,38.3,2.81,
11/23/2021 12:54:19 p. m.,2021/11/23,12:54:19 p. m.,15.08,5.50,100.7,274.3,580,470,1.7,0.290,0.28,0.0,10.800,38.1,2.80,
11/23/2021 12:54:24 p. m.,2021/11/23,12:54:24 p. m.,15.08,5.50,100.7,274.3,580,470,1.7,0.290,0.28,0.0,10.798,38.0,2.79,
11/23/2021 12:54:29 p. m.,2021/11/23,12:54:29 p. m.,15.08,5.50,100.8,274.3,580,470,1.7,0.290,0.28,0.0,10.799,38.0,2.79,
11/23/2021 12:54:34 p. m.,2021/11/23,12:54:34 p. m.,15.08,5.50,100.8,274.3,580,470,1.7,0.290,0.28,0.0,10.798,37.9,2.78,
11/23/2021 12:54:39 p. m.,2021/11/23,12:54:39 p. m.,15.08,5.50,100.7,274.3,580,470,1.7,0.290,0.28,0.0,10.798,37.9,2.78,
11/23/2021 12:54:44 p. m.,2021/11/23,12:54:44 p. m.,15.08,5.50,100.8,274.3,580,471,1.7,0.290,0.28,0.0,10.797,37.7,2.76,
11/23/2021 12:54:49 p. m.,2021/11/23,12:54:49 p. m.,15.08,5.50,100.8,274.3,580,471,1.7,0.290,0.28,0.0,10.796,37.5,2.75,
11/23/2021 12:54:54 p. m.,2021/11/23,12:54:54 p. m.,15.08,5.50,100.8,274.3,580,471,1.7,0.290,0.28,0.0,10.795,37.4,2.75,
11/23/2021 12:54:59 p. m.,2021/11/23,12:54:59 p. m.,15.09,5.50,100.8,274.3,580,471,1.7,0.290,0.28,0.0,10.796,37.7,2.77,
11/23/2021 12:55:04 p. m.,2021/11/23,12:55:04 p. m.,15.09,5.50,100.8,274.2,580,470,1.7,0.290,0.28,0.0,10.798,38.2,2.80,
11/23/2021 12:55:09 p. m.,2021/11/23,12:55:09 p. m.,15.09,5.50,100.8,274.2,580,470,1.7,0.290,0.28,0.0,10.799,38.5,2.83,
11/23/2021 12:55:14 p. m.,2021/11/23,12:55:14 p. m.,15.09,5.50,100.8,274.3,580,470,1.7,0.290,0.28,0.0,10.798,38.8,2.85,
11/23/2021 12:55:19 p. m.,2021/11/23,12:55:19 p. m.,15.09,5.50,100.8,274.3,580,471,1.7,0.290,0.28,0.0,10.800,39.1,2.87,
11/23/2021 12:55:24 p. m.,2021/11/23,12:55:24 p. m.,15.09,5.50,100.8,274.3,580,471,1.7,0.290,0.28,0.0,10.799,39.3,2.88,
11/23/2021 12:55:29 p. m.,2021/11/23,12:55:29 p. m.,15.09,5.50,100.8,274.2,580,470,1.7,0.290,0.28,0.0,10.801,39.5,2.90,
11/23/2021 12:55:34 p. m.,2021/11/23,12:55:34 p. m.,15.09,5.50,100.8,274.2,580,471,1.7,0.290,0.28,0.0,10.798,39.6,2.91,
11/23/2021 12:55:39 p. m.,2021/11/23,12:55:39 p. m.,15.09,5.50,100.8,274.2,580,471,1.7,0.290,0.28,0.0,10.797,40.0,2.93,
11/23/2021 12:55:44 p. m.,2021/11/23,12:55:44 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.798,40.3,2.95,
11/23/2021 12:55:49 p. m.,2021/11/23,12:55:49 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.798,40.6,2.98,
11/23/2021 12:55:54 p. m.,2021/11/23,12:55:54 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.799,40.7,2.99,
11/23/2021 12:55:59 p. m.,2021/11/23,12:55:59 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.799,40.7,2.99,
11/23/2021 12:56:04 p. m.,2021/11/23,12:56:04 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.799,40.7,2.99,
11/23/2021 12:56:09 p. m.,2021/11/23,12:56:09 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.799,40.6,2.98,
11/23/2021 12:56:14 p. m.,2021/11/23,12:56:14 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.800,40.6,2.97,
11/23/2021 12:56:19 p. m.,2021/11/23,12:56:19 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.800,40.5,2.97,
11/23/2021 12:56:24 p. m.,2021/11/23,12:56:24 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.800,40.4,2.96,
11/23/2021 12:56:29 p. m.,2021/11/23,12:56:29 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.797,40.2,2.95,
11/23/2021 12:56:34 p. m.,2021/11/23,12:56:34 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.798,40.0,2.93,
11/23/2021 12:56:39 p. m.,2021/11/23,12:56:39 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.798,40.0,2.93,
11/23/2021 12:56:44 p. m.,2021/11/23,12:56:44 p. m.,15.09,5.50,100.9,274.2,580,471,1.7,0.290,0.28,0.0,10.798,39.7,2.91,
11/23/2021 12:56:49 p. m.,2021/11/23,12:56:49 p. m.,15.09,5.50,100.8,274.3,580,471,1.7,0.290,0.28,0.0,10.797,39.5,2.90,
11/23/2021 12:56:54 p. m.,2021/11/23,12:56:54 p. m.,15.09,5.50,100.9,274.3,580,471,1.7,0.290,0.28,0.0,10.797,39.5,2.90,
11/23/2021 12:56:59 p. m.,2021/11/23,12:56:59 p. m.,15.09,5.50,100.9,274.3,580,471,1.7,0.290,0.28,0.0,10.798,39.8,2.92,
11/23/2021 12:57:04 p. m.,2021/11/23,12:57:04 p. m.,15.09,5.50,100.9,274.3,580,471,1.7,0.290,0.28,0.0,10.799,40.5,2.97,
11/23/2021 12:57:09 p. m.,2021/11/23,12:57:09 p. m.,15.09,5.50,100.9,274.3,580,471,1.7,0.290,0.28,0.0,10.796,41.0,3.01,
11/23/2021 12:57:14 p. m.,2021/11/23,12:57:14 p. m.,15.09,5.50,100.9,274.3,580,471,1.7,0.290,0.28,0.0,10.797,41.5,3.04,
11/23/2021 12:57:19 p. m.,2021/11/23,12:57:19 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.801,41.9,3.07,
11/23/2021 12:57:24 p. m.,2021/11/23,12:57:24 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.799,42.0,3.08,
11/23/2021 12:57:29 p. m.,2021/11/23,12:57:29 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.800,41.8,3.07,
11/23/2021 12:57:34 p. m.,2021/11/23,12:57:34 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.799,41.7,3.06,
11/23/2021 12:57:39 p. m.,2021/11/23,12:57:39 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.799,41.6,3.05,
11/23/2021 12:57:44 p. m.,2021/11/23,12:57:44 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.802,41.6,3.05,
11/23/2021 12:57:49 p. m.,2021/11/23,12:57:49 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.799,41.6,3.05,
11/23/2021 12:57:54 p. m.,2021/11/23,12:57:54 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.799,41.7,3.06,
11/23/2021 12:57:59 p. m.,2021/11/23,12:57:59 p. m.,15.09,5.50,100.9,274.3,580,471,1.7,0.290,0.28,0.0,10.799,41.8,3.06,
11/23/2021 12:58:04 p. m.,2021/11/23,12:58:04 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.798,41.9,3.07,
11/23/2021 12:58:09 p. m.,2021/11/23,12:58:09 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.799,42.0,3.08,
11/23/2021 12:58:14 p. m.,2021/11/23,12:58:14 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.799,42.0,3.08,
11/23/2021 12:58:19 p. m.,2021/11/23,12:58:19 p. m.,15.09,5.50,101.0,274.4,580,471,1.7,0.290,0.28,0.0,10.796,42.0,3.08,
11/23/2021 12:58:24 p. m.,2021/11/23,12:58:24 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.795,41.8,3.07,
11/23/2021 12:58:29 p. m.,2021/11/23,12:58:29 p. m.,15.09,5.50,101.0,274.4,580,471,1.7,0.290,0.28,0.0,10.793,41.6,3.05,
11/23/2021 12:58:34 p. m.,2021/11/23,12:58:34 p. m.,15.09,5.50,101.0,274.4,580,471,1.7,0.290,0.28,0.0,10.793,41.4,3.03,
11/23/2021 12:58:39 p. m.,2021/11/23,12:58:39 p. m.,15.09,5.50,101.0,274.4,580,471,1.7,0.290,0.28,0.0,10.794,41.2,3.02,
11/23/2021 12:58:44 p. m.,2021/11/23,12:58:44 p. m.,15.09,5.50,101.0,274.4,580,471,1.7,0.290,0.28,0.0,10.796,41.2,3.02,
11/23/2021 12:58:49 p. m.,2021/11/23,12:58:49 p. m.,15.09,5.50,101.0,274.4,580,471,1.7,0.290,0.28,0.0,10.795,41.3,3.03,
11/23/2021 12:58:54 p. m.,2021/11/23,12:58:54 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.795,41.5,3.04,
11/23/2021 12:58:59 p. m.,2021/11/23,12:58:59 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.797,41.4,3.04,
11/23/2021 12:59:04 p. m.,2021/11/23,12:59:04 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.797,41.2,3.02,
11/23/2021 12:59:09 p. m.,2021/11/23,12:59:09 p. m.,15.09,5.49,101.2,274.3,580,471,1.7,0.290,0.28,0.0,10.796,41.1,3.01,
11/23/2021 12:59:14 p. m.,2021/11/23,12:59:14 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.797,40.9,3.00,
11/23/2021 12:59:19 p. m.,2021/11/23,12:59:19 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.797,40.8,2.99,
11/23/2021 12:59:24 p. m.,2021/11/23,12:59:24 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.795,40.8,2.99,
11/23/2021 12:59:29 p. m.,2021/11/23,12:59:29 p. m.,15.09,5.50,101.0,274.3,580,471,1.7,0.290,0.28,0.0,10.795,40.9,3.00,
11/23/2021 12:59:34 p. m.,2021/11/23,12:59:34 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.795,41.1,3.01,
11/23/2021 12:59:39 p. m.,2021/11/23,12:59:39 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.794,41.2,3.02,
11/23/2021 12:59:44 p. m.,2021/11/23,12:59:44 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.795,41.3,3.03,
11/23/2021 12:59:49 p. m.,2021/11/23,12:59:49 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.794,41.2,3.02,
11/23/2021 12:59:54 p. m.,2021/11/23,12:59:54 p. m.,15.09,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.793,41.2,3.02,
11/23/2021 12:59:59 p. m.,2021/11/23,12:59:59 p. m.,15.09,5.50,101.0,274.2,580,471,1.7,0.290,0.28,0.0,10.794,41.2,3.02,
11/23/2021 1:00:04 p. m.,2021/11/23,1:00:04 p. m.,15.09,5.50,101.0,274.2,580,471,1.7,0.290,0.28,0.0,10.793,41.1,3.01,
11/23/2021 1:00:09 p. m.,2021/11/23,1:00:09 p. m.,15.10,5.50,101.0,274.2,580,471,1.7,0.290,0.28,0.0,10.794,40.8,2.99,
11/23/2021 1:00:14 p. m.,2021/11/23,1:00:14 p. m.,15.10,5.50,101.0,274.2,580,471,1.7,0.290,0.28,0.0,10.795,40.5,2.97,
11/23/2021 1:00:19 p. m.,2021/11/23,1:00:19 p. m.,15.10,5.49,101.1,274.2,580,471,1.7,0.290,0.28,0.0,10.795,40.3,2.95,
11/23/2021 1:00:24 p. m.,2021/11/23,1:00:24 p. m.,15.10,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.796,40.2,2.94,
11/23/2021 1:00:29 p. m.,2021/11/23,1:00:29 p. m.,15.10,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.796,40.1,2.94,
11/23/2021 1:00:34 p. m.,2021/11/23,1:00:34 p. m.,15.10,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.799,40.1,2.94,
11/23/2021 1:00:39 p. m.,2021/11/23,1:00:39 p. m.,15.10,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.798,40.1,2.94,
11/23/2021 1:00:44 p. m.,2021/11/23,1:00:44 p. m.,15.10,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.799,40.1,2.94,
11/23/2021 1:00:49 p. m.,2021/11/23,1:00:49 p. m.,15.10,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.796,40.1,2.94,
11/23/2021 1:00:54 p. m.,2021/11/23,1:00:54 p. m.,15.10,5.50,101.1,274.3,580,471,1.7,0.290,0.28,0.0,10.795,40.1,2.94,
11/23/2021 1:00:59 p. m.,2021/11/23,1:00:59 p. m.,15.10,5.50,101.1,274.4,580,471,1.7,0.290,0.28,0.0,10.797,39.9,2.92,
11/23/2021 1:01:04 p. m.,2021/11/23,1:01:04 p. m.,15.10,5.50,101.1,274.4,580,471,1.7,0.290,0.28,0.0,10.796,39.5,2.89,
11/23/2021 1:01:09 p. m.,2021/11/23,1:01:09 p. m.,15.10,5.49,101.1,274.4,580,471,1.7,0.290,0.28,0.0,10.795,39.2,2.87,
11/23/2021 1:01:14 p. m.,2021/11/23,1:01:14 p. m.,15.10,5.50,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.796,39.0,2.86,
11/23/2021 1:01:19 p. m.,2021/11/23,1:01:19 p. m.,15.10,5.49,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.795,38.8,2.84,
11/23/2021 1:01:24 p. m.,2021/11/23,1:01:24 p. m.,15.10,5.49,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.794,38.7,2.83,
11/23/2021 1:01:29 p. m.,2021/11/23,1:01:29 p. m.,15.10,5.49,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.795,38.6,2.83,
11/23/2021 1:01:34 p. m.,2021/11/23,1:01:34 p. m.,15.10,5.49,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.794,38.7,2.84,
11/23/2021 1:01:39 p. m.,2021/11/23,1:01:39 p. m.,15.10,5.49,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.796,38.9,2.85,
